award_id_piid,current_total_value_of_award,recipient_name,financial_year,uniqueness,years
HSCETE17J00436,17036,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FC0000014,17166.93,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCETE17J00420,19407.9,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FC0000046,20440.25,GOVPLACE,2018,multi-year,multi-year
HSCETE15J00719,20527.16,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMS17J00079,20541.14,OLIN CORPORATION,2018,multi-year,multi-year
70CTD018FR0000101,24025.02,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
70CTD018FR0000143,24445.3,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
HSCEMD17F00243,25030.53,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FC0000020,27954.6,ESCGOV,2018,multi-year,multi-year
HSCETE17J00497,30122.07,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMS17J00172,30896.5,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
HSCETE12J00407,33146.22,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMD17F00090,33328.62,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCETE17J00512,33821.33,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FC0000028,35136.91,GOVPLACE,2018,multi-year,multi-year
HSCETE17J00399,35726.34,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMD17F00108,36466.92,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FC0000018,37486.4,ESCGOV,2018,multi-year,multi-year
HSCETE17J00309,39206.1,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FC0000082,41175.6,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCETE12J00192,42182.38,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FR0000008,42910.61,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
70CTD018FR0000009,47780.13,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
HSCEMD17F00093,48145.93,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CMSD18FC0000005,48168.54,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCETE12J00530,49028.5,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMS17J00073,50511,OLIN CORPORATION,2018,multi-year,multi-year
HSCEMS17J00108,52868.18,OLIN CORPORATION,2018,multi-year,multi-year
HSCEMD17F00266,53922.9,GOVPLACE,2018,multi-year,multi-year
HSCEMS17J00096,55800,OLIN CORPORATION,2018,multi-year,multi-year
70CTD018FC0000099,56088,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCEMS17J00070,57000,OLIN CORPORATION,2018,multi-year,multi-year
HSCEMD17F00102,57684.15,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CMSD18FC0000001,63927.2,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMS17J00117,66337.78,OLIN CORPORATION,2018,multi-year,multi-year
HSCEMS17J00047,68694.96,OLIN CORPORATION,2018,multi-year,multi-year
70CTD018FC0000009,73255,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMD17J00141,73544.28,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
HSCEMS16J00012,80000,OLIN CORPORATION,2018,multi-year,multi-year
70CTD018FC0000050,80336.09,GOVPLACE,2018,multi-year,multi-year
HSCEMS17J00042,90919.8,OLIN CORPORATION,2018,multi-year,multi-year
HSCETE12J00140,97135.47,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMD16J00055,98448,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
HSCEMR15J00015,103194.63,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCETC16J00041,107999.84,GOVPLACE,2018,multi-year,multi-year
HSCETE17J00365,110824.12,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCEDM13F00018,119129.6,DOCUMENT IMAGING DIMENSIONS,2018,multi-year,multi-year
HSCETE15J00725,122056,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FC0000007,131639.5,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMS17J00138,140000,OLIN CORPORATION,2018,multi-year,multi-year
70CTD018FC0000055,142824.13,GOVPLACE,2018,multi-year,multi-year
HSCEMS16F00017,149061.96,S J BASHEN INC,2018,multi-year,multi-year
HSCEMS16J00014,152400,OLIN CORPORATION,2018,multi-year,multi-year
HSCETE16J00531,169044.7,GOVPLACE,2018,multi-year,multi-year
70CTD018FC0000038,180691.5,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCETE17J00103,190343.9,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMS16J00084,191941.8,OLIN CORPORATION,2018,multi-year,multi-year
HSCEMD17J00132,212599.7,GOVPLACE,2018,multi-year,multi-year
70CIT018FC0000002,222615,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CTD018FR0000136,237693.84,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
HSCETE16J00279,261838.41,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCETE16J00104,298533.96,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCEMS17J00128,303066,OLIN CORPORATION,2018,multi-year,multi-year
70CDCR18FC0000013,325500,"SPECTRUM SECURITY SERVICES, INC.",2018,multi-year,multi-year
70CTD018FC0000025,468155.25,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCETE15J00730,469071.01,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
70CMSD18FR0000052,502289.2,"ANACAPA MICRO PRODUCTS, INC.",2018,multi-year,multi-year
HSCETE17J00554,794706.14,"NET DIRECT SYSTEMS, LLC",2018,multi-year,multi-year
HSCETE16J00039,1140597.3,GOVPLACE,2018,multi-year,multi-year
70CTD018FC0000074,1148309.53,ESCGOV,2018,multi-year,multi-year
70CDCR18FC0000012,1200000,"SPECTRUM SECURITY SERVICES, INC.",2018,multi-year,multi-year
HSCETE15J00012,1451286.1,ESCGOV,2018,multi-year,multi-year
HSCEMS16J00053,1538228.32,OLIN CORPORATION,2018,multi-year,multi-year
HSCEDM17F00064,2391666.48,G4S SECURE SOLUTIONS (USA) INC,2018,multi-year,multi-year
HSCETC16J00058,3000806.8,"MYTHICS, INC",2018,multi-year,multi-year
70CDCR18FC0000006,3332333,G4S SECURE SOLUTIONS (USA) INC,2018,multi-year,multi-year
HSCEMR16J00020,3340000,OLIN CORPORATION,2018,multi-year,multi-year
70CDCR18FC0000005,3846600,G4S SECURE SOLUTIONS (USA) INC,2018,multi-year,multi-year
HSCEDM17F00022,4263100,G4S SECURE SOLUTIONS (USA) INC,2018,multi-year,multi-year
HSCEDM16J00034,4336875.83,G4S SECURE SOLUTIONS (USA) INC,2018,multi-year,multi-year
HSCETC15J00019,4706807.89,VISIONARY INTEGRATION PROFESSIONALS LLC,2018,multi-year,multi-year
70CDCR18FC0000007,4795993,G4S SECURE SOLUTIONS (USA) INC,2018,multi-year,multi-year
HSCEDM17F00059,4796046.28,G4S SECURE SOLUTIONS (USA) INC,2018,multi-year,multi-year
HSCEDM14F00011,5135635.83,"ALUTIIQ DIVERSIFIED SERVICES, LLC",2018,multi-year,multi-year
HSCEMD11J00177,5694641.31,VISIONARY INTEGRATION PROFESSIONALS LLC,2018,multi-year,multi-year
70CDCR18FR0000046,9528242,"SPECTRUM SECURITY SERVICES, INC.",2018,multi-year,multi-year
HSCETE17J00341,19705037.3,DELL FEDERAL SYSTEMS L.P.,2018,multi-year,multi-year
HSCETC12F00014,63994130.6,"PHACIL, INC.",2018,multi-year,multi-year
HSCECR11F00021,169207287.3,"SPECTRUM SECURITY SERVICES, INC.",2018,multi-year,multi-year
HSCEMD16P00069,1000,"DONOGHUE, JOHN M",2017,multi-year,multi-year
HSCEMS16J00060,1793.6,"AEEC, LLC",2017,multi-year,multi-year
HSCEDM17F00016,2066.4,NOBLE SALES CO INC,2017,multi-year,multi-year
HSCECR13F00036,3096,EASTERN CAROLINA VOCATIONAL CENTER INCORPORATED,2017,multi-year,multi-year
HSCEDM17F00093,3174.4,"PROMAXIMA MANUFACTURING, LTD",2017,multi-year,multi-year
HSCEDM17F00051,3400,NATIONAL INDUSTRIES FOR THE BLIND,2017,multi-year,multi-year
HSCEMD17J00130,4046,FEDSTORE CORPORATION,2017,multi-year,multi-year
HSCEMD16F00147,4050.37,"BREACHING TECHNOLOGIES, INC.",2017,multi-year,multi-year
HSCEMD17P00081,4320,"ERAD GROUP, INC.",2017,multi-year,multi-year
HSCEDM16P00035,4325,MEDICAL TECHNOLOGY ASSOCIATES INC,2017,multi-year,multi-year
HSCETE16P00003,4544,VALDATA TELECOM,2017,multi-year,multi-year
HSCEMD13F00002,4875,"RECONROBOTICS, INC.",2017,multi-year,multi-year
HSCETE16F00032,5517.48,"US 21, INC.",2017,multi-year,multi-year
HSCETE16P00055,5757,"ERAD GROUP, INC.",2017,multi-year,multi-year
HSCETE17P00078,6264.4,BEACON TELECOM INC,2017,multi-year,multi-year
HSCEMD17F00219,6467.78,FOCUS CAMERA LLC,2017,multi-year,multi-year
HSCETE16P00061,7051,"D'TEL COMMUNICATIONS, INC",2017,multi-year,multi-year
HSCEDM16P00073,7304.9,"CAROL DAVIS REPORTING, RECORDS & VIDEO, INC.",2017,multi-year,multi-year
HSCEDM17P00013,7700,PHOENIX TRADING INC.,2017,multi-year,multi-year
HSCEMD17J00147,9225.75,"ALVAREZ & ASSOCIATES, LLC",2017,multi-year,multi-year
HSCEMS16P00073,10000,OUT & EQUAL WORKPLACE ADVOCATES,2017,multi-year,multi-year
HSCEDM16P00127,11558.85,TEXTRON INC.,2017,multi-year,multi-year
HSCETE16P00016,11765,"DIGITAL RECEIVER TECHNOLOGY, INC.",2017,multi-year,multi-year
HSCEMD11F00187,12704.58,"RECONROBOTICS, INC.",2017,multi-year,multi-year
HSCEMD13F00041,13290.94,"RECONROBOTICS, INC.",2017,multi-year,multi-year
HSCEOP07F00385,13456,"BREACHING TECHNOLOGIES, INC.",2017,multi-year,multi-year
HSCEMD13F00083,13632.99,"RECONROBOTICS, INC.",2017,multi-year,multi-year
HSCEMD14F00027,13632.99,"RECONROBOTICS, INC.",2017,multi-year,multi-year
HSCEDM17P00100,15527.97,NATIONAL INDUSTRIES FOR THE BLIND,2017,multi-year,multi-year
HSCETE16F00030,15960,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2017,multi-year,multi-year
HSCEDM16P00062,16599.87,"PREMIUM STATIONERS, INC.",2017,multi-year,multi-year
HSCEDM17P00060,19102.05,ECOLOGY MIR GROUP LLC,2017,multi-year,multi-year
HSCEMD14F00145,23300,"RECONROBOTICS, INC.",2017,multi-year,multi-year
HSCEMD17F00245,23890,"TAB PRODUCTS CO, LLC",2017,multi-year,multi-year
HSCEMD17F00257,24510,FOCUS CAMERA LLC,2017,multi-year,multi-year
HSCEDM17P00108,29101.74,PHOENIX TRADING INC.,2017,multi-year,multi-year
HSCETE16J00238,30728.53,"IMPRES TECHNOLOGY SOLUTIONS, INC.",2017,multi-year,multi-year
HSCEDM16F00069,37167.05,LANGUAGE LINE LLC,2017,multi-year,multi-year
HSCEDM14P00107,42986.5,PHOENIX TRADING INC.,2017,multi-year,multi-year
HSCETC16F00012,124800,INDEV,2017,multi-year,multi-year
HSCEMS17F00047,216776.84,"RECONROBOTICS, INC.",2017,multi-year,multi-year
HSCEMD16P00113,287979.56,"BROADCAST MICROWAVE SERVICES, INC.",2017,multi-year,multi-year
HSCETC16J00061,315360.5,GREEN IT SYSTEMS GROUP,2017,multi-year,multi-year
HSCEMD14F00043,17533,IROBOT CORPORATION,2017,multi-year,multi-year
HSCEMD14F00094,17533,IROBOT CORPORATION,2017,multi-year,multi-year
HSCETC12F00001,1695631.4,BARLING BAY LLC,2017,multi-year,multi-year
HSCETC12F00023,2434946.83,"CLEARAVENUE, LLC",2017,multi-year,multi-year
HSCEDM17P00076,100,EXECUTIVE OFFICE OF THE STATE OF NORTH CAROLINA,2017,multi-year,multi-year
HSCEDM17F00098,162.6,WITMER ASSOCIATES INCORPORATED,2017,multi-year,multi-year
HSCEDM15P00062,240,"BONNER, COUNTY OF",2017,multi-year,multi-year
HSCEDM17P00113,856.4,SETCAN CORPORATION,2017,multi-year,multi-year
HSCECR16P00008,1261.09,"SANTA CLARA, COUNTY OF",2017,multi-year,multi-year
HSCEDM17P00103,1497.16,"BRANDED GLOBAL PARTNERS, LLC",2017,multi-year,multi-year
HSCEMS17F00062,2598.75,CHIEF SUPPLY CORPORATION,2017,multi-year,multi-year
HSCEDM16P00094,2651.22,"ATLANTIC PETROLEUM & MINERAL RESOURCES, INC",2017,multi-year,multi-year
HSCEMS17J00044,2717.28,"RUAG AMMOTEC USA, INC.",2017,multi-year,multi-year
HSCECR17P00007,2800,"SANTA CLARA, COUNTY OF",2017,multi-year,multi-year
HSCEDM17P00104,2904,"RIVER CITY RANGE, LLC",2017,multi-year,multi-year
HSCEMD17F00259,3299.45,"ASE DIRECT, INC.",2017,multi-year,multi-year
HSCEMS17P00032,3357,WMK SAN ANTONIO LLC,2017,multi-year,multi-year
HSCEMS17F00069,3369.6,"AFFORDABLE INTERIOR SYSTEMS, INC.",2017,multi-year,multi-year
HSCEMR17P00004,3490,NEAL R GROSS AND COMPANY INC,2017,multi-year,multi-year
HSCEMS17J00043,3522.6,NPEE L.C,2017,multi-year,multi-year
HSCEMD17P00024,3766.5,"ADAMS EVIDENCE GRADE TECHNOLOGY, INC.",2017,multi-year,multi-year
HSCEMS17J00076,3797.46,INTERNATIONAL CARTRIDGE CORPORATION,2017,multi-year,multi-year
HSCEMD17F00182,3880.09,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2017,multi-year,multi-year
HSCEMD17P00054,3890.45,CLEATECH LLC,2017,multi-year,multi-year
HSCEMD17F00212,3977.21,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2017,multi-year,multi-year
HSCEMS17P00038,4078,"SPRINGFIELD, L.L.C.",2017,multi-year,multi-year
HSCEMD17F00145,4149,"CONFERENCE TECHNOLOGIES, INC.",2017,multi-year,multi-year
HSCEMD17F00164,4192.62,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2017,multi-year,multi-year
HSCEMD17F00255,4378.84,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2017,multi-year,multi-year
HSCEMS17J00195,4445.92,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMD17F00264,4454.44,GPS INTELLIGENCE LLC,2017,multi-year,multi-year
HSCEMD17F00252,4497,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2017,multi-year,multi-year
HSCEMD17P00049,4537,CUMMINS-ALLISON CORP.,2017,multi-year,multi-year
HSCEMD17P00118,4560,CENTRAL PARKING CORPORATION,2017,multi-year,multi-year
HSCEDM17F00086,4650.22,BAHFED CORP,2017,multi-year,multi-year
HSCEMD17P00030,5000,B.E. MEYERS & CO. INC.,2017,multi-year,multi-year
HSCEMD17F00091,5000.63,"DAIGGER SCIENTIFIC, INC.",2017,multi-year,multi-year
HSCEMS17P00057,5100,"OFFICE DEPOT, INC.",2017,multi-year,multi-year
HSCETE17F00037,5328,"EXECUTIVE INFORMATION SYSTEMS,",2017,multi-year,multi-year
HSCEMS17P00062,5583.76,ROSAMILIA BUILDERS,2017,multi-year,multi-year
HSCEMD17F00175,5615.92,GLOBAL DATA CENTER INC,2017,multi-year,multi-year
HSCEMD17F00059,5652.49,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2017,multi-year,multi-year
HSCEDM17F00003,5722.2,PREMIER AND COMPANIES INCORPORATED,2017,multi-year,multi-year
HSCEMD17P00109,5837.85,DELL MARKETING L.P.,2017,multi-year,multi-year
HSCEMR17P00008,5874.27,FUTURE FIBRE TECHNOLOGIES (US) INC.,2017,multi-year,multi-year
HSCEMR17F00033,5910.24,"HERGO, ERGONOMIC SUPPORT SYSTEMS, INC.",2017,multi-year,multi-year
HSCEMD17F00281,6021.64,DELL MARKETING L.P.,2017,multi-year,multi-year
HSCEMD17F00006,6049.45,WEBER COMPUTER SUPPLY COMPANY,2017,multi-year,multi-year
HSCEMD17F00147,6120,WECSYS LIMITED LIABILITY COMPANY (6769),2017,multi-year,multi-year
HSCEDM17P00111,6213.99,"WEIDENBENNER MARKETING ASSOCIATES, INC.",2017,multi-year,multi-year
HSCEMS17J00205,6234.4,INTERNATIONAL CARTRIDGE CORPORATION,2017,multi-year,multi-year
HSCEMS17F00035,6318.5,PRESENTA PLAQUE CORPORATION,2017,multi-year,multi-year
HSCEMD17F00109,6400,"ADAPTIVE DIGITAL SYSTEMS, INC.",2017,multi-year,multi-year
HSCEMD17P00130,6400,GRIFFEYE INC.,2017,multi-year,multi-year
HSCEMD17P00011,6417.12,"ALERT HOLDINGS GROUP, INC.",2017,multi-year,multi-year
HSCEMD17F00254,6590,"ADAPTIVE DIGITAL SYSTEMS, INC.",2017,multi-year,multi-year
HSCEDM17P00096,6590.9,"ATLANTIC PETROLEUM & MINERAL RESOURCES, INC",2017,multi-year,multi-year
HSCEMD17F00237,6653,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2017,multi-year,multi-year
HSCETE17F00001,6878,COSTCONTROL USA LLC,2017,multi-year,multi-year
HSCEMS17P00018,6920,"PURPLE COMMUNICATIONS, INC.",2017,multi-year,multi-year
HSCEDM17F00080,6930.04,"ADVANCED EDUCATIONAL PRODUCTS, INC.",2017,multi-year,multi-year
HSCEMD17J00037,7007.87,"WILDFLOWER INTERNATIONAL, LTD.",2017,multi-year,multi-year
HSCEMS16F00002,7156.8,TRUSTED TRANSLATIONS INC,2017,multi-year,multi-year
HSCEMS17J00194,7485.36,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMS17J00184,7583.71,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMR17P00002,7635,"U.S. LEGAL SUPPORT, INC.",2017,multi-year,multi-year
HSCEMD17P00068,8000,GRIFFEYE INC.,2017,multi-year,multi-year
HSCEMR17F00005,8087.12,"METRO OFFICE SOLUTIONS, INC.",2017,multi-year,multi-year
HSCEMS17F00025,8159.52,"HAWORTH, INC.",2017,multi-year,multi-year
HSCETE17P00042,8220.61,"OPTIVOR TECHNOLOGIES, L.L.C.",2017,multi-year,multi-year
HSCEMS17F00008,8392,EVACUSLED INC,2017,multi-year,multi-year
HSCEMD17F00277,8548,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2017,multi-year,multi-year
HSCEMD17P00032,8609.25,"PROGRESSIVE ENVIRONMENTAL SERVICES, INC.",2017,multi-year,multi-year
HSCEDM17P00079,8642.69,"RITE-KEM, INC.",2017,multi-year,multi-year
HSCEMD17P00047,8748,"SCIF SOLUTIONS, INC.",2017,multi-year,multi-year
HSCEDM17P00087,8771.88,"ASSO FOR THE BLIND AND VISUALLY IMPAIRED-GOODWILL INDUSTRIES OF GREATER ROCHESTER, INC.",2017,multi-year,multi-year
HSCEDM17F00010,8969.4,AF&S PRODUCTS AND SERVICES LIMITED LIABILITY COMPANY,2017,multi-year,multi-year
HSCEMS17F00004,9000,SPRINT COMMUNICATIONS COMPANY L.P.,2017,multi-year,multi-year
HSCEMD17F00208,9103.17,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2017,multi-year,multi-year
HSCEDM17P00069,9320,"HOWELL, NATHANIEL",2017,multi-year,multi-year
HSCEDM17P00095,9439.2,"CIH SUPPORT, LLC",2017,multi-year,multi-year
HSCEMD17F00029,9457.54,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2017,multi-year,multi-year
HSCEDM17P00097,9640.8,CROSSROADS COURIER INC.,2017,multi-year,multi-year
HSCEDM16P00055,9888,"LONG BEACH, CITY OF",2017,multi-year,multi-year
HSCEMD17F00081,10143,FOX RIVER GRAPHICS,2017,multi-year,multi-year
HSCEMD17F00247,10175.2,AXISCORE LIMITED LIABILITY COMPANY,2017,multi-year,multi-year
HSCETE17F00047,10316,COSTCONTROL USA LLC,2017,multi-year,multi-year
HSCEMD17P00108,10464,"V3GATE, LLC",2017,multi-year,multi-year
HSCEDM17P00085,10500,PACER SERVICE CENTER,2017,multi-year,multi-year
HSCEMS17F00026,10650,"CENTRAL TRANSPORTATION SYSTEMS, INC",2017,multi-year,multi-year
HSCEMD17F00015,10675,"ADVANCED TECHNOLOGY GROUP, INC.",2017,multi-year,multi-year
HSCEMR14F00007,10843.56,SHRED-IT USA LLC,2017,multi-year,multi-year
HSCEDM16P00096,11184.92,DEPARTMENT OF EMERGENCY SERVICES AND PUBLIC PROTECTION,2017,multi-year,multi-year
HSCEMR17F00029,11522.31,"HERGO, ERGONOMIC SUPPORT SYSTEMS, INC.",2017,multi-year,multi-year
HSCEMR17P00005,11743.65,JOLIVA TRUCKING LLC,2017,multi-year,multi-year
HSCEDM16P00052,11976,BNC ENTERPRISES LLC,2017,multi-year,multi-year
HSCEDM16P00083,12168.2,TIME WARNER CABLE ENTERPRISES LLC,2017,multi-year,multi-year
HSCEMS17P00066,12350,"NOSLER, INC.",2017,multi-year,multi-year
HSCEMD17P00129,12372,"TRUCKVAULT, INC.",2017,multi-year,multi-year
HSCEDM17F00079,12396,PREMIER AND COMPANIES INCORPORATED,2017,multi-year,multi-year
HSCEDM17P00098,12500,RELX INC.,2017,multi-year,multi-year
HSCEMS17J00153,12669.35,PRICE MODERN LLC,2017,multi-year,multi-year
HSCETE17P00081,12870,"ECS FEDERAL, LLC",2017,multi-year,multi-year
HSCEMD17F00120,13261.16,"KEYSIGHT TECHNOLOGIES, INC.",2017,multi-year,multi-year
HSCEMS17J00192,13591.72,PRICE MODERN LLC,2017,multi-year,multi-year
HSCETE17F00033,14180.43,CARAHSOFT TECHNOLOGY CORP.,2017,multi-year,multi-year
HSCEMD17F00031,14324,"CRIME POINT, INC.",2017,multi-year,multi-year
HSCEDM17P00006,14400,C & M TRUCK & TIRE REPAIR CORP,2017,multi-year,multi-year
HSCEMS17F00001,15034.8,WITMER ASSOCIATES INCORPORATED,2017,multi-year,multi-year
HSCETE17P00021,15586.5,"MAGNET FORENSICS USA, INC.",2017,multi-year,multi-year
HSCEDM17F00001,16251.84,THE GEO GROUP INCORPORATED,2017,multi-year,multi-year
HSCEMD17P00100,16764.8,TECHOPS SPECIALTY VEHICLES LLC,2017,multi-year,multi-year
HSCEDM17P00020,17013,SAN DIEGO ASSOCIATION OF GOVERNMENTS,2017,multi-year,multi-year
HSCEMS17P00102,17080,"RESPONSE MARKETING, INC.",2017,multi-year,multi-year
HSCEMD17P00090,17280,TECHNICAL MAINTENANCE AND SERVICES CORP,2017,multi-year,multi-year
HSCEMD17F00088,17438.4,DELUXE DELIVERY SYSTEMS INC.,2017,multi-year,multi-year
HSCEMD17F00242,17991.27,WEST PUBLISHING CORPORATION,2017,multi-year,multi-year
HSCEMD17P00114,18054.73,"WHISPERING PINES ENTERPRISES, LTD",2017,multi-year,multi-year
HSCEMD17F00168,18506.12,"VASTEC, INC.",2017,multi-year,multi-year
HSCEMD14P00002,18604.43,CRIME INFORMATION CENTER ARKANSAS,2017,multi-year,multi-year
HSCECR15P00016,18750,COUNTY OF CLARK,2017,multi-year,multi-year
HSCEMD17P00135,18778,"ECS FEDERAL, LLC",2017,multi-year,multi-year
HSCEMD17P00127,18900,WORD SYSTEMS INC,2017,multi-year,multi-year
HSCEMS17F00058,19288.7,MONTGOMERY MARKETING INC,2017,multi-year,multi-year
HSCETE15F00002,19631.87,WIDEPOINT INTEGRATED SOLUTIONS CORP.,2017,multi-year,multi-year
HSCECR17P00008,19640,SAN DIEGO ASSOCIATION OF GOVERNMENTS,2017,multi-year,multi-year
HSCEDM17P00021,19755.84,"HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",2017,multi-year,multi-year
HSCEDM15P00005,20560.25,UNIFIRST CORPORATION,2017,multi-year,multi-year
HSCEMS17P00078,20837.84,"UNITED TACTICAL SYSTEMS, LLC",2017,multi-year,multi-year
HSCEMD17P00009,21000,ACCESSDATA GROUP INC.,2017,multi-year,multi-year
HSCEMS17J00199,21889.1,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMS17P00088,21991.43,"AIKEN, R P & SON",2017,multi-year,multi-year
HSCEDM17P00067,22923.24,TIME WARNER CABLE ENTERPRISES LLC,2017,multi-year,multi-year
HSCEDM17P00110,23037,"BOB BARKER COMPANY, INC.",2017,multi-year,multi-year
HSCEMS17F00072,23132.85,AMERICAN TONER & INK,2017,multi-year,multi-year
HSCEMS17J00173,23609.26,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEDM17P00102,23686.8,"ENVISION XPRESS, INC.",2017,multi-year,multi-year
HSCEMR17F00044,23775.12,"HAWORTH, INC.",2017,multi-year,multi-year
HSCEMD17J00042,23843.94,"WILDFLOWER INTERNATIONAL, LTD.",2017,multi-year,multi-year
HSCECR15P00006,23868,"BEST-TEC ASBESTOS ABATEMENT, INC.",2017,multi-year,multi-year
HSCEMS17J00166,23914.04,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMD17P00132,24869,"BOB BARKER COMPANY, INC.",2017,multi-year,multi-year
HSCEMD17P00126,24999,"IBEAGHA, ANTHONY",2017,multi-year,multi-year
HSCEDM16J00032,25668,"METRO OFFICE PRODUCTS, LLC",2017,multi-year,multi-year
HSCEMD17P00060,28500,MATT BURNS LTD,2017,multi-year,multi-year
HSCEMS17J00178,29080.54,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMS17F00060,29639.61,"BOTTOM LINE MILITARY SALES, LLC",2017,multi-year,multi-year
HSCEDM16P00122,29664,B & K TECHNOLOGY SOLUTIONS INC,2017,multi-year,multi-year
HSCEMS17J00191,31573.13,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMD17F00241,32057.7,RELX INC.,2017,multi-year,multi-year
HSCEMD17P00066,32719,"CAPITAL COMPRESSOR, INC.",2017,multi-year,multi-year
HSCEMR17P00009,35700,"SIMON WIESENTHAL CENTER, INC.",2017,multi-year,multi-year
HSCEMD13F00066,37392,SHARP ELECTRONICS CORPORATION,2017,multi-year,multi-year
HSCEMS17F00009,38139,WINNOW MANAGEMENT CORPORATION,2017,multi-year,multi-year
HSCEMS17J00170,38600,PRICE MODERN LLC,2017,multi-year,multi-year
HSCEMR17F00011,39199.93,"HAWORTH, INC.",2017,multi-year,multi-year
HSCEMD17F00226,39962,NORD ATLANTIC TRADING INC,2017,multi-year,multi-year
HSCEDM17P00080,40000,GO & ZALEZ INC.,2017,multi-year,multi-year
HSCETC17P00006,40757.82,CARAHSOFT TECHNOLOGY CORP.,2017,multi-year,multi-year
HSCEMS17F00063,41593.5,AMRON INTERNATIONAL DIVING SUPPLY INCORPORATED,2017,multi-year,multi-year
HSCEMS17P00099,42000,"TOMAHAWK DEFENSE, LLC",2017,multi-year,multi-year
HSCEMD17F00007,43148.48,AHURA SCIENTIFIC INC.,2017,multi-year,multi-year
HSCEMR17F00049,43353.88,"CBT SUPPLY, INC.",2017,multi-year,multi-year
