award_id,recipient_name,parent_name,recipient_city,recipient_state,current_total_value,potential_total_value,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description,product_combo,company_combo
HSCEDM14F00011,Alutiiq Diversified Services,Afognak Native,Anchorage,AK,5135635.83,5573643.41,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Facilities Maintenance Solicitation,Administrative Management||Consulting,Alutiiq Diversified Services||Afognak Native
HSCEMD17J00064,Red River Computer,Red River Computer,Claremont,NH,235878.66,235878.66,Mission Support Dallas,Mission Support,Network,IT,Network Modernization Equipment,Network||IT,Red River Computer||Red River Computer
HSCEMD17J00154,Red River Computer,Red River Computer,Claremont,NH,310597.7,310597.7,Mission Support Dallas,Mission Support,Network,IT,Forensic Networking Equipment,Network||IT,Red River Computer||Red River Computer
70CMSW18FR0000010,SIG Sauer,SIG Sauer,Newington,NH,1164587.95,1164587.95,Mission Support Washington,Mission Support,Guns,Munitions,"Purchase of ICE Duty Service Pistols, Replacement Parts and Training Pistols",Guns||Munitions,SIG Sauer||SIG Sauer
70CMSW18FR0000028,SIG Sauer,SIG Sauer,Newington,NH,582209.67,582209.67,Mission Support Washington,Mission Support,Guns,Munitions,"ICE Duty Service Pistols, Replacement Parts and Optional Training Pistols",Guns||Munitions,SIG Sauer||SIG Sauer
HSCEMS17D00001,SIG Sauer,SIG Sauer,Newington,NH,,40000000,Mission Support Washington,Mission Support,Guns,Munitions,"New ICE Duty Service Pistols, Replacement Parts and Optional Training Pistols",Guns||Munitions,SIG Sauer||SIG Sauer
HSCEMS17P00027,SIG Sauer,SIG Sauer,Newington,NH,99799,99799,Mission Support Washington,Mission Support,Guns,Munitions,Sig Mpx Smg.,Guns||Munitions,SIG Sauer||SIG Sauer
HSCEMR14P00006,24/7 Enterprises,24/7 Enterprises,Mountainside,NJ,234051.6,234051.6,Mission Support Dallas,Mission Support,Ground Transportation,Transportation,"Van Transportation Services Newark, NJ",Ground Transportation||Transportation,24/7 Enterprises||24/7 Enterprises
HSCEMS16P00061,Acorn Office Products,Acorn Office Products,Lake Hopatcong,NJ,4972.48,4972.48,Mission Support Washington,Mission Support,A/V,Office Supplies,Televisions and Accessories for the Director and Branch Chiefs of Cfo-Obp.,A/V||Office Supplies,Acorn Office Products||Acorn Office Products
HSCEMD16F00103,Acorn Office Products,Acorn Office Products,Lake Hopatcong,NJ,5633,5633,Mission Support Dallas,Mission Support,Employee Recognition,Office Supplies,Awards and Wall Commissions,Employee Recognition||Office Supplies,Acorn Office Products||Acorn Office Products
HSCEMR17F00049,CBT Supply,CBT Supply,Rockaway,NJ,43353.88,43353.88,Mission Support Orlando,Mission Support,Desks,Office Supplies,Multiuse Classroom/Computer Lab Desks/Printer Desks,Desks||Office Supplies,CBT Supply||CBT Supply
70CMSD18FR0000056,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,1258740,1258740,Mission Support Dallas,Mission Support,Software Licenses,IT,Ufed Annual License Renewal,Software Licenses||IT,Cellebrite USA||Cellebrite USA
70CMSD18P00000023,Cellebrite,Cellebrite USA,Parsippany,NJ,27380,27380,Mission Support Dallas,Mission Support,Software Licenses,IT,Ufed License Renewals,Software Licenses||IT,Cellebrite||Cellebrite USA
70CTD018FR0000092,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,9990,9990,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Cellebrite USA||Cellebrite USA
HSCEMD17J00025,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,5668,5668,Mission Support Dallas,Mission Support,Software Licenses,IT,2 Mobile Licenses,Software Licenses||IT,Cellebrite USA||Cellebrite USA
HSCEMD17P00012,Cellebrite,Cellebrite USA,Parsippany,NJ,2023500,2023500,Mission Support Dallas,Mission Support,Software Licenses,IT,Ufed,Software Licenses||IT,Cellebrite||Cellebrite USA
70CMSD18FR0000053,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,329880,329880,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Universal Forensic Extraction Devices,Surveillance Equipment||IT,Cellebrite USA||Cellebrite USA
HSCEMD13D00001,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,,9000000,Detention Management - Laguna,Detention Management,Surveillance Equipment,IT,Forensic Extraction Device Award,Surveillance Equipment||IT,Cellebrite USA||Cellebrite USA
HSCEMD16J00037,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,448087,448087,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Forensic Extraction Device Award,Surveillance Equipment||IT,Cellebrite USA||Cellebrite USA
HSCEMD16J00044,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,847152,847152,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Forensic Extraction Device Renewals,Surveillance Equipment||IT,Cellebrite USA||Cellebrite USA
HSCEMD17J00094,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,494820,494820,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Forensic Extraction Devices,Surveillance Equipment||IT,Cellebrite USA||Cellebrite USA
HSCEMD17J00096,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,613386,613386,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Forensic Extraction Devices,Surveillance Equipment||IT,Cellebrite USA||Cellebrite USA
HSCEMD17J00150,Cellebrite USA,Cellebrite USA,Glen Rock,NJ,35010,35010,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Forensic Extraction Devices,Surveillance Equipment||IT,Cellebrite USA||Cellebrite USA
70CDCR18P00000059,City of Vineland,City of Vineland,Vineland,NJ,8000,16000,Detention Compliance And Removals,Detention Compliance And Removals,Amusement,Sports & Rec,Vineland Gun Range in Nj for Ero Philadelphia Aor,Amusement||Sports & Rec,City of Vineland||City of Vineland
70CDCR18P00000098,Autoclear,Control Screening,Fairfield,NJ,3940,3940,Detention Compliance And Removals,Detention Compliance And Removals,Radiology,Health & Personal Care,Acquire Repairson Autoclear X-Ray.,Radiology||Health & Personal Care,Autoclear||Control Screening
HSCEDM13F00025,Data Pages,Data Pages,Rockaway,NJ,81938,117618,Detention Compliance And Removals,Detention Compliance And Removals,Headsets,Telecom,Provide Funding for Earphones & Extension Cables,Headsets||Telecom,Data Pages||Data Pages
70CMSD18P00000062,Electronic Risks Consultants,Electronic Consulting Services,White House Station,NJ,8207.04,24621.12,Mission Support Dallas,Mission Support,Computer Maintenance,IT,Maintenance Services&Supplies,Computer Maintenance||IT,Electronic Risks Consultants||Electronic Consulting Services
HSCEMR17P00005,J Oliva Trucking,J Oliva Trucking,Somerville,NJ,11743.65,21138.57,Mission Support Orlando,Mission Support,Janitorial,Trade & Manufacturing,Janitorial Services for Project in Burlington Nj,Janitorial||Trade & Manufacturing,J Oliva Trucking||J Oliva Trucking
HSCEMR15P00016,J Oliva Trucking,J Oliva Trucking,Basking Ridge,NJ,42643.56,42643.56,Mission Support Orlando,Mission Support,Janitorial,Trade & Manufacturing,Janitorial Services for Project in Burlington Nj,Janitorial||Trade & Manufacturing,J Oliva Trucking||J Oliva Trucking
70CMSW18FR0000011,John Wiley And Sons,John Wiley And Sons,Hoboken,NJ,56490,56490,Mission Support Washington,Mission Support,Books,Printing & Publishing,Leadership Challenge Participant Workbook and Leadership Practices Inventory Online Assessment,Books||Printing & Publishing,John Wiley And Sons||John Wiley And Sons
70CMSW18FR0000057,John Wiley And Sons,John Wiley And Sons,Hoboken,NJ,14615,14615,Mission Support Washington,Mission Support,Books,Printing & Publishing,Leadership Practices Inventory Online Assessment for ASLT Classes,Books||Printing & Publishing,John Wiley And Sons||John Wiley And Sons
70CMSD18FR0000003,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,2434,2434,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,"New Copier for Oak Street (Command Center): 205 Oak Street Batavia, NY 14020",Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
70CMSD18FR0000009,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,2997,2997,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Black and White Multifunctional Device With 12 Month Maintenance Plan,Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
70CMSD18FR0000108,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,4193.12,4193.12,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Multi Purpose Color Copier Needed to Replace Failing/Aged Machines,Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
70CMSD18FR0000119,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,4227.36,4227.36,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,"Purchase of New Copier With Base Year Maintenance Agreement for Cedar Rapids, Ia Sub-Office of the St. Paul Ero Field Office",Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
70CMSD18FR0000127,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,4000,10831.36,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Maintenance Contract On 2 Kyocera Mfds. Base + Two Option Periods. Base Pop 8/1/2018 - 7/31/2019,Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
HSCECR12F00015,Kyocera Mita America,Kyocera,Fairfield,NJ,9134.97,9134.97,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,Copier Lease Agreement,Copiers||Trade & Manufacturing,Kyocera Mita America||Kyocera
HSCECR12F00016,Kyocera Mita America,Kyocera,Fairfield,NJ,16270.72,16270.72,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,MFD Lease and Maintenance Agreement,Copiers||Trade & Manufacturing,Kyocera Mita America||Kyocera
HSCEMD17F00017,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,16206.74,16206.74,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Purchase New Copier to Replace Old Leased Copier,Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
HSCEMD17F00124,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,6627,10227,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,MFD and Maintenance,Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
HSCEMD17F00277,Kyocera Document Solutions America,Kyocera,Fairfield,NJ,8548,8548,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Purchase of A Multifunction Device,Copiers||Trade & Manufacturing,Kyocera Document Solutions America||Kyocera
HSCEMR12J00006,Kyocera Mita America,Kyocera,Fairfield,NJ,8012.55,24428.55,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Copier Lease and Maintenance,Copiers||Trade & Manufacturing,Kyocera Mita America||Kyocera
HSCEMS11J00061,Kyocera Mita America,Kyocera,Fairfield,NJ,130513.16,270404.96,Mission Support Orlando,Mission Support,Copiers,Trade & Manufacturing,Copier Lease,Copiers||Trade & Manufacturing,Kyocera Mita America||Kyocera
HSCETE17P00006,LiveU,LiveU,Hackensack,NJ,5760,14400,Information Technology Division,Information Technology,Computer Training,IT,Change the Cor From Jimmy Hackett to Alicia Saars.,Computer Training||IT,LiveU||LiveU
HSCEMS16P00039,LiveU,LiveU,Hackensack,NJ,64769.4,107949,Mission Support Washington,Mission Support,Videoconferencing,Telecom,Lu500 Video Bridge,Videoconferencing||Telecom,LiveU||LiveU
70CDCR18FR0000028,Penn Tool,Penn Tool,Maplewood,NJ,7558,7558,Detention Compliance And Removals,Detention Compliance And Removals,Tools,Trade & Manufacturing,Gloves for Ero Philadelphia Field Office,Tools||Trade & Manufacturing,Penn Tool||Penn Tool
HSCEMS16P00068,SAF Eng Associates,SAF Eng Associates,Englewood Cliffs,NJ,206978.5,206978.5,Mission Support Washington,Mission Support,Shackles,Trade & Manufacturing,New Construction of A Bullet Trap for the Existing 20 Point Range,Shackles||Trade & Manufacturing,SAF Eng Associates||SAF Eng Associates
HSCEDM17P00042,Security Solutions Group,Security Solutions Group,Newark,NJ,20000,50000,Detention Compliance And Removals,Detention Compliance And Removals,Detention Services,Carceral Services,24Hr Surveillance to Monitor Govs,Detention Services||Carceral Services,Security Solutions Group||Security Solutions Group
70CMSD18P00000051,Service Works,Service Works,Farmingdale,NJ,206617,206617,Mission Support Dallas,Mission Support,Surveillance Equipment,Carceral Services,Alarm System Upgrade/Installation,Surveillance Equipment||Carceral Services,Service Works||Service Works
HSCECR12F00010,Sharp Electronics,Sharp,Montvale,NJ,12594.14,12594.14,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,Copier Needed in New Buildout Area,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCECR12F00031,Sharp Electronics,Sharp,Mahwah,NJ,48963,48963,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,Copier Lease,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCECR12F00038,Sharp Electronics,Sharp,Montvale,NJ,8778.61,8778.61,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,Copier Maintenance Agreement,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCECR12F00040,Sharp Electronics,Sharp,Montvale,NJ,10877.3,10877.3,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,Copier Lease,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCECR12F00053,Sharp Electronics,Sharp,Mahwah,NJ,26782.2,26782.2,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,Copier Lease and Maintenance Agreement,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCECR12F00054,Sharp Electronics,Sharp,Mahwah,NJ,9051,9051,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,MFD Copier Lease and Maintenance Agreement,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCECR12F00093,Sharp Electronics,Sharp,Mahwah,NJ,9655.23,9655.23,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,MFD (Copier) Lease and Maintenance Agreement,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCECR13F00006,Sharp Electronics,Sharp,Mahwah,NJ,31367.43,31367.43,Information Technology Division,Information Technology,Copiers,Trade & Manufacturing,"New Copier Lease for 3 Machines All Located at 333 Mt. Elliott Detroit (Detention, Deportation&Cap)",Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCEMD13F00069,Sharp Electronics,Sharp,Mahwah,NJ,11011.2,11011.2,Detention Compliance And Removals,Detention Compliance And Removals,Copiers,Trade & Manufacturing,Copier Lease and Maintenance,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCEMD14F00024,Sharp Electronics,Sharp,Mahwah,NJ,13783.92,13783.92,Detention Compliance And Removals,Detention Compliance And Removals,Copiers,Trade & Manufacturing,Copier Lease,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
HSCEMD15F00141,Sharp Electronics,Sharp,Montvale,NJ,13974.39,14932.35,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Establish Copier Maintenance Agreements for Atlanta Copiers,Copiers||Trade & Manufacturing,Sharp Electronics||Sharp
70CMSD18FR0000065,Specialty Vehicle Solutions,Specialty Vehicle Solutions,Trenton,NJ,626264.9,626264.9,Mission Support Dallas,Mission Support,Armored Vehicles,Munitions,Retrofit Vehicles,Armored Vehicles||Munitions,Specialty Vehicle Solutions||Specialty Vehicle Solutions
HSCEMD14F00142,Specialty Vehicle Solutions,Specialty Vehicle Solutions,Trenton,NJ,10197703.26,10197703.26,Detention Compliance And Removals,Detention Compliance And Removals,Armored Vehicles,Munitions,Supply of Mobile Surveillance Platforms,Armored Vehicles||Munitions,Specialty Vehicle Solutions||Specialty Vehicle Solutions
HSCEOP07FCL0403,Emtec Federal,Spectrum Systems,Springfield,NJ,13667,13667,Mission Support Washington,Mission Support,Printers,IT,HP Laserjet P2015D Printers,Printers||IT,Emtec Federal||Spectrum Systems
HSCEMD16P00051,Supreme Security Systems,Supreme Security Systems,Union,NJ,34434.24,59695.24,Mission Support Dallas,Mission Support,Security,Carceral Services,Security System Maintenance,Security||Carceral Services,Supreme Security Systems||Supreme Security Systems
HSCETE12F00030,Cellco Partnership DBA Verizon Wireless,Verizon,Bedminster,NJ,117367.11,136177.89,Information Technology Division,Information Technology,Phones,IT,"Wireless Voice, Data, and Mobile Broadband Services",Phones||IT,Cellco Partnership DBA Verizon Wireless||Verizon
HSCETE12F00046,Cellco Partnership DBA Verizon Wireless,Verizon,Bedminster,NJ,427235.86,427235.86,Information Technology Division,Information Technology,Phones,IT,IGF::CL::IFG,Phones||IT,Cellco Partnership DBA Verizon Wireless||Verizon
HSCETE12J00084,Cellco Partnership DBA Verizon Wireless,Verizon,Bedminster,NJ,5395.12,5395.12,Information Technology Division,Information Technology,Phones,IT,Renew Verizon Wireless Services,Phones||IT,Cellco Partnership DBA Verizon Wireless||Verizon
70CMSD18FC0000014,Cordova Support Services,ADC,Albuquerque,NM,5578840.8,5578840.8,Mission Support Dallas,Mission Support,Administrative Management,Consulting,Background Investigation Non-Personal Services,Administrative Management||Consulting,Cordova Support Services||ADC
HSCEMR16J00010,Cordova Support Services,ADC,Albuquerque,NM,4933310.2,4933310.2,Mission Support Orlando,Mission Support,Administrative Management,Consulting,Background Investigations,Administrative Management||Consulting,Cordova Support Services||ADC
HSCECR14F00007,CSI Aviation Services,CSI Aviation Services,Albuquerque,NM,142866923.2,157650533.2,Information Technology Division,Information Technology,Air Charter,Transportation,Air Charter Services,Air Charter||Transportation,CSI Aviation Services||CSI Aviation Services
HSCECR14F00008,CSI Aviation Services,CSI Aviation Services,Albuquerque,NM,176837509.4,236639425.4,Information Technology Division,Information Technology,Air Charter,Transportation,Air Charter Services,Air Charter||Transportation,CSI Aviation Services||CSI Aviation Services
HSCECR14F00009,CSI Aviation Services,CSI Aviation Services,Albuquerque,NM,56662002.61,66603076.61,Information Technology Division,Information Technology,Air Charter,Transportation,Air Charter Services,Air Charter||Transportation,CSI Aviation Services||CSI Aviation Services
HSCECR14F00010,CSI Aviation Services,CSI Aviation Services,Albuquerque,NM,72212665.68,96584160.68,Information Technology Division,Information Technology,Air Charter,Transportation,Air Charter Services,Air Charter||Transportation,CSI Aviation Services||CSI Aviation Services
HSCECR14F00015,CSI Aviation Services,CSI Aviation Services,Albuquerque,NM,69551277.83,97354212.83,Information Technology Division,Information Technology,Air Charter,Transportation,Unscheduled Air Charter Services,Air Charter||Transportation,CSI Aviation Services||CSI Aviation Services
HSCECR17F00011,CSI Aviation Services,CSI Aviation Services,Albuquerque,NM,73800.2,73800.2,Detention Compliance And Removals,Detention Compliance And Removals,Passenger Air,Transportation,"Roundtrip Passenger Flight From Miami to San Juan, PR for Hurricane Relief Efforts IGF::OT::IGF",Passenger Air||Transportation,CSI Aviation Services||CSI Aviation Services
70CMSD18P00000007,SCI,SCI,Albuquerque,NM,18321.07,18321.07,Mission Support Dallas,Mission Support,Network,Carceral Services,"Server, Labor and License Upgrade for Security System Albuquerque",Network||Carceral Services,SCI||SCI
70CTD018FR0000124,Westwind Team,Westwind Team,Albuquerque,NM,37434,37434,Information Technology Division,Information Technology,Computers,IT,Edwosb Socioeconomic Category: Exercise Option Period 1,Computers||IT,Westwind Team||Westwind Team
HSCETE17J00447,Westwind Team,Westwind Team,Albuquerque,NM,10388.4,10388.4,Information Technology Division,Information Technology,Computers,IT,First Source Equipment,Computers||IT,Westwind Team||Westwind Team
70CTD018FR0000095,Westwind Team,Westwind Team,Albuquerque,NM,1415807.88,1415807.88,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Westwind Team||Westwind Team
HSCETE08J00072,Wildflower International,Wildflower International,Santa Fe,NM,12050.78,12050.78,Information Technology Division,Information Technology,Computer Peripherals,IT,Purchase Encrypted Thumb Drives for Atlas Personnel in Compliance With ICE Security Requirements. Gsa Fss Contract Gs-35F-0142S. Contract Pop: 12/21/05 - 12/21/10,Computer Peripherals||IT,Wildflower International||Wildflower International
HSCETE08J00393,Wildflower International,Wildflower International,Santa Fe,NM,74491,74491,Information Technology Division,Information Technology,Computers,IT,Office of Investigations Needs Additional Desktops in Cab; Executive Information is to Deploy the Workstations,Computers||IT,Wildflower International||Wildflower International
HSCETE08J00436,Wildflower International,Wildflower International,Santa Fe,NM,19609.8,19609.8,Information Technology Division,Information Technology,Computers,IT,New Computer Workstations for Incoming Staff,Computers||IT,Wildflower International||Wildflower International
HSCETE08J00439,Wildflower International,Wildflower International,Santa Fe,NM,82890.08,82890.08,Information Technology Division,Information Technology,Computers,IT,Laptops to Support All the Force Child Labor Countries,Computers||IT,Wildflower International||Wildflower International
HSCETC13J00188,Wildflower International,Wildflower International,Santa Fe,NM,3962.74,3962.74,Mission Support Washington,Mission Support,Drives,IT,Computer Hard Drives,Drives||IT,Wildflower International||Wildflower International
HSCETE08J00053,Wildflower International,Wildflower International,Santa Fe,NM,47600,129600,Information Technology Division,Information Technology,IT Maintenance,IT,Trend Interscan Maintenance/Support Renewal Pop 02/28/08 - 02/27/09,IT Maintenance||IT,Wildflower International||Wildflower International
HSCEMD17J00037,Wildflower International,Wildflower International,Santa Fe,NM,7007.87,7007.87,Mission Support Dallas,Mission Support,Scanners,IT,Scanners,Scanners||IT,Wildflower International||Wildflower International
HSCEMD17J00042,Wildflower International,Wildflower International,Santa Fe,NM,23843.94,23843.94,Mission Support Dallas,Mission Support,Scanners,IT,"Scanners, Printers and Cables",Scanners||IT,Wildflower International||Wildflower International
70CTD018FR0000010,Wildflower International,Wildflower International,Santa Fe,NM,224357.13,598078.89,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Wildflower International||Wildflower International
HSCETE12J00451,Wildflower International,Wildflower International,Santa Fe,NM,8384.98,8384.98,Information Technology Division,Information Technology,Software Licenses,IT,"Enterasys Switch, License, and Warranty",Software Licenses||IT,Wildflower International||Wildflower International
70CMSD18P00000082,Amped Software,Amped Software,Henderson,NV,6940,6940,Mission Support Dallas,Mission Support,Software Licenses,IT,Software,Software Licenses||IT,Amped Software||Amped Software
HSCEMD16P00031,Callyo 2009,Callyo 2010,Carson City,NV,52259.4,53009.4,Mission Support Dallas,Mission Support,Phones,IT,Phone Lines,Phones||IT,Callyo 2009||Callyo 2010
70CMSD18P00000100,Callyo 2010,Callyo 2010,Carson City,NV,5280,18480,Mission Support Dallas,Mission Support,Phones,Telecom,Uc Phone Service,Phones||Telecom,Callyo 2010||Callyo 2010
70CMSD18P00000011,Callyo 2011,Callyo 2010,Carson City,NV,5750,31630,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Electronic Surveillance Support Services,Surveillance Equipment||Telecom,Callyo 2011||Callyo 2010
70CMSD18P00000031,Callyo 2012,Callyo 2010,Carson City,NV,8760,48180,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Electronic Surveillance System Support,Surveillance Equipment||Telecom,Callyo 2012||Callyo 2010
70CMSD18P00000040,Callyo 2013,Callyo 2010,Carson City,NV,6000,33000,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Electronic Surveillance Support Services,Surveillance Equipment||Telecom,Callyo 2013||Callyo 2010
70CMSD18P00000053,Callyo 2014,Callyo 2010,Carson City,NV,5100,28050,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Electronic Surveillance Support Services,Surveillance Equipment||Telecom,Callyo 2014||Callyo 2010
HSCEMD17P00083,Callyo 2015,Callyo 2010,Carson City,NV,14700,22050,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Evidentiary Recording System,Surveillance Equipment||Telecom,Callyo 2015||Callyo 2010
70CDCR18P00000074,Green 320,Green 321,Boulder City,NV,8000,44000,Detention Compliance And Removals,Detention Compliance And Removals,Amusement,Trade & Manufacturing,Firing Range Contract,Amusement||Trade & Manufacturing,Green 320||Green 321
HSCETC09F00019,Tririga,IBM,Las Vegas,NV,2787106.15,2787106.15,Mission Support Washington,Mission Support,Databases,IT,Procurement of Real Property Management System (RPMS) for ICE Co-Location Program,Databases||IT,Tririga||IBM
70CDCR18P00000051,ABM Industries,ABM Industries,New York,NY,16320,16320,Detention Compliance And Removals,Detention Compliance And Removals,Parking,Transportation,Lease Continuation of (8) Parking Spaces for Government Vehicles Located at 333 South Miami Ave.,Parking||Transportation,ABM Industries||ABM Industries
70CMSD18P00000063,Adorama,Adorama,New York,NY,5967.9,5967.9,Mission Support Dallas,Mission Support,Cameras,Trade & Manufacturing,Cameras,Cameras||Trade & Manufacturing,Adorama||Adorama
70CMSD18P00000072,Adorama,Adorama,New York,NY,5995,5995,Mission Support Dallas,Mission Support,Cameras,Trade & Manufacturing,Adapter,Cameras||Trade & Manufacturing,Adorama||Adorama
HSCEDM17F00080,Advanced Educational Products,Advanced Educational Products,Buffalo,NY,6930.04,6930.04,Detention Compliance And Removals,Detention Compliance And Removals,Soap,Health & Personal Care,Shampoo and Body Wash Packets,Soap||Health & Personal Care,Advanced Educational Products||Advanced Educational Products
70CDCR18P00000089,Association for the Blind & Visually Impaired,Association for the Blind & Visually Impaired,Rochester,NY,49224,49224,Detention Compliance And Removals,Detention Compliance And Removals,Detergent,Health & Personal Care,Laundry Detergent in Support of Detainee Health and Hygene at PIDC,Detergent||Health & Personal Care,Association for the Blind & Visually Impaired||Association for the Blind & Visually Impaired
70CDCR18P00000083,Association for the Blind & Visually Impaired,Association for the Blind & Visually Impaired,Rochester,NY,10626,10626,Detention Compliance And Removals,Detention Compliance And Removals,Hygiene,Health & Personal Care,Goods,Hygiene||Health & Personal Care,Association for the Blind & Visually Impaired||Association for the Blind & Visually Impaired
HSCEDM15P00134,Blueline Tactical & Police Supply,Blueline Tactical & Police Supply,Elmsford,NY,618758.43,785221.18,Detention Management - Laguna,Detention Management,Amusement,Sports & Rec,New York Firing Range Contract,Amusement||Sports & Rec,Blueline Tactical & Police Supply||Blueline Tactical & Police Supply
HSCEDM16P00052,BNC Enterprises,BNC Enterprises,Hicksville,NY,18168,18168,Detention Compliance And Removals,Detention Compliance And Removals,Janitorial,Trade & Manufacturing,Janitorial Services,Janitorial||Trade & Manufacturing,BNC Enterprises||BNC Enterprises
HSCEDM17P00006,C & M Truck & Tire Repair,C & M Truck & Tire Repair,Staten Island,NY,29232,76451.52,Detention Compliance And Removals,Detention Compliance And Removals,Parking,Transportation,Parking Spaces for New York Field Office,Parking||Transportation,C & M Truck & Tire Repair||C & M Truck & Tire Repair
70CDCR18FR0000063,Caprice Electronics,Caprice Electronics,Brooklyn,NY,6560.8,6560.8,Detention Compliance And Removals,Detention Compliance And Removals,Bags,Trade & Manufacturing,Polypropylene Sandbags,Bags||Trade & Manufacturing,Caprice Electronics||Caprice Electronics
70CMSD18FR0000063,Caprice Electronics,Caprice Electronics,Brooklyn,NY,12040.2,12040.2,Mission Support Dallas,Mission Support,Guns,Apparel & Leather,Supply of Equipment Cases and Accessories,Guns||Apparel & Leather,Caprice Electronics||Caprice Electronics
70CMSD18P00000094,Caprice Electronics,Caprice Electronics,Brooklyn,NY,5487.58,5487.58,Mission Support Dallas,Mission Support,Medical Supplies,Health & Personal Care,Personal Protection Equipment,Medical Supplies||Health & Personal Care,Caprice Electronics||Caprice Electronics
HSCEMS17F00070,Caprice Electronics,Caprice Electronics,Brooklyn,NY,59580.2,59580.2,Mission Support Washington,Mission Support,Safes,Trade & Manufacturing,Winchester Fire Resistant Gun Safes,Safes||Trade & Manufacturing,Caprice Electronics||Caprice Electronics
70CDCR18P00000075,Central Association for the Blind,Central Association for the Blind,Utica,NY,19492.2,19492.2,Detention Compliance And Removals,Detention Compliance And Removals,Hygiene,Health & Personal Care,Goods: Powder Free Nitrile Gloves,Hygiene||Health & Personal Care,Central Association for the Blind||Central Association for the Blind
